Venture_SKU,Homeroom_SKU
GR22887,1746067-01-0
15595-848,1666920-01-0
15993-412,1695537-03-24
4146-400,1740899-01-0
GR22871,1743361-01-0
GR22865,1743355-01-0
GR23648,1746221-01-0
GR23833,1746068-01-0
GR23498,1746210-01-0
1001-408,1645037-01-0
GR19869,1694815-03-0
GR21577,1650716-01-0
GR21571,1647478-01-0
9326-013,1560342-02-0
GR18733,1601876-02-0
GR23182,1743398-02-0
16024-100,1719345-01-713
GR20315,1626886-01-0
17037-501,1726693-03-02
GR20253,1626857-01-0
15030-885,1616144-02-0
18012-681,1541280-01-0
GR18588,1601997-01-0
60088-003,1703400-01-136
60014-003,1703349-01-136
GR18466,1600078-01-0
GR22371,1669841-03-0
6020-001,1737316-01-0
3104-301,1696987-01-0
9650-014,1600748-01-0
GR21312,1648535-01-0
GR18229,1604373-02-0
GR21512,1650203-01-0
16093-501,1726694-03-32
6114-001,1725522-01-0
1461-400,1645010-01-0
GR21510,1647448-01-0
GR13400-000,1566810-02-0
GR21355,1691594-01-0
GR21522,1647460-01-0
GR21368,1650081-04-0
6073-010,1725561-01-0
GR19005,1607624-01-0
GR18944,1604338-01-0
GR18208,1601287-01-0
GR18925,1604473-01-0
GR18900,1607607-01-0
GR21281,1650054-01-0
GR18387,1601283-01-0
GR22246,1673242-03-0
GR22011,1669903-03-0
GR20322,1626903-01-0
1526-687,1648467-02-0
GR18743,1604386-01-0
7015-308L,1600228-01-0
GR19224,1652227-03-0
GR19138,1610267-01-0
GR20524,1629068-03-0
GR20515,1629072-01-0
GR20512,1629068-02-0
16016-507,1689732-03-20
GR19403,1652236-01-0
GR20287,1626869-01-0
1006-001,1740886-01-0
1233-076,1648588-01-0
GR20496,1629063-02-0
1562-408,1648589-01-0
GR20570,1627036-01-0
GR23314,1734323-01-0
6079-002,1725552-01-0
GR22495,1669162-01-0
16014-502,1689731-03-163
GR23835,1746316-01-0
15588-848,1717421-01-0
GR23566,1746254-01-0
GR23808,1746314-01-0
GR23814,1746311-01-0
19902-808,1616163-06-0
GR23789,1745963-02-0
GR22460,1669803-03-0
GR20358,1626966-01-0
16000-513,1695547-01-78
60096-003,1703412-01-136
GR18286,1600105-01-0
15636-339,1674648-03-0
9572-520,1601183-01-0
47000-130,1744316-01-0
9565-022,1607566-02-0
16086-503,1726696-02-31
19972-331,1565861-08-41
15694-695,1675058-02-697
15513-351,1625583-01-39
GR21568,1647475-01-0
GR21564,1647472-01-0
GR20650,1636684-01-0
GR19868,1694932-01-0
GR20427,1694865-01-0
6096-001,1725531-01-0
GR20628,1652248-01-0
GR18278,1600175-02-0
GR18282,1601310-01-0
GR19024,1607643-01-0
7131-001,1600247-01-0
GR18276,1600136-01-0
GR20467,1627051-01-0
GR18523,1601867-01-0
GR18283,1600157-01-0
GR18259,1600155-01-0
9329-022,1600264-01-0
GR20312,1626883-01-0
16025-107,1713572-02-39
GR22414,1669154-01-0
GR19678,1626973-01-0
19901-991,1528152-01-0
2133-400,1737322-01-0
17015-002,1732943-02-0
GR20308,1639847-01-0
GR21858,1650268-01-0
18903-000,1730666-01-0
15009-120,1727931-01-0
GR19409,1743435-02-0
GR22179,1669877-01-0
GR20264,1629088-02-0
GR20310,1639846-01-0
GR23572,1746253-01-0
60006-003,1703361-01-136
7016-308L,1600232-01-0
15699-223,1675499-02-713
1462-400,1645049-01-0
15979-712,1695536-02-24
GR23312,1734267-01-0
15925-704,1691081-02-107
8192-089,1566893-01-0
GR132,1747031-01-0
15951-216,1695541-01-151
GR20366,1629109-02-0
GR18936,1604334-01-0
60020-003,1703378-01-136
18028-335,1628042-02-200
18027-330,1576109-04-45
60014-001,1703349-01-345
GR23519,1746164-02-0
GR23793,1746172-01-0
GR23809,1746305-01-0
GR19545,1626841-01-0
GR23342,1734287-01-0
GR23337,1734330-01-0
GR23339,1734286-01-0
GR23748,1746326-01-0
GR14080-440,1530219-01-0
GR430,1596866-02-0
15994-403,1695533-02-78
60010-003,1703386-01-136
15577-405,1666897-03-0
15710-995,1667772-01-200
15993-403,1695537-02-24
2022-112,1699079-01-0
GR23747,1746328-02-0
19936-001,1746353-01-0
GR23746,1746328-01-0
GR23759,1746344-01-0
GR23338,1734286-02-0
15592-468,1673840-02-0
GR22402,1669139-03-0
GR22151,1669140-01-0
GR22400,1669139-01-0
GR22392,1669134-02-0
GR21306,1648483-02-0
GR19756,1619123-01-0
GR21298,1650074-01-0
18061-887,1596874-01-0
60003-004,1703369-01-48
GR21300,1648527-01-0
15699-225,1675499-01-713
9385-400,1600225-01-0
GR18088,1607582-01-0
16079-502,1726698-03-32
GR19744,1743310-01-0
GR733,1596883-02-0
GR873,1652271-03-0
1454-408,1645024-01-0
GR21488,1647442-01-0
GR23159,1743548-01-0
GR22943,1743554-01-0
GR23164,1743553-02-0
GR730,1596883-01-0
15510-340,1625582-02-39
60023-001,1703366-01-345
60008-001,1703408-01-345
GR22439,1694803-01-0
50053-010,1744336-01-0
15931-508,1691085-01-651
17045-501,1726705-01-152
7211-348,1740871-01-0
18034-330,1576156-02-41
17049-501,1726706-01-152
16081-505,1726698-02-32
1101-305,1560356-05-0
GR20390,1629099-03-0
GR20386,1640344-01-0
GR20392,1640346-01-0
GR20028,1640343-01-0
15997-557,1683603-01-474
16001-602,1741595-01-21
15009-140,1716956-01-0
GR20289,1626877-01-0
GR21308,1648532-01-0
GR21292,1648525-01-0
GR21942,1647639-01-0
GR21705,1648705-01-0
GR21321,1650079-01-0
GR21464,1647561-01-0
GR18094,1607588-01-0
1110-500,1601149-01-0
GR23382,1734342-01-0
GR22409,1669147-02-0
GR22416,1669151-01-0
GR22162,1673193-01-0
15592-488,1673840-01-0
9553-015,1600750-01-0
1217-6010,1648573-01-0
2086-408,1699692-01-0
GR21392,1647506-01-0
9411-001,1600259-01-0
1006-004,1740886-02-0
2101-408,1696787-01-0
9560-068,1600221-01-0
2076-408,1696778-02-0
1471-419,1648590-03-0
15923-601,1691077-01-324
15933-602,1691080-05-324
19991-660,1574556-02-0
3073-002,1733966-01-0
9277-400,1600005-01-0
GR21508,1647482-02-0
15582-888,1666915-01-0
GR19595,1618999-01-0
GR19429,1743459-02-0
GR20493,1629064-01-0
GR19675,1619087-01-0
2092-515,1696789-01-0
GR19982,1619022-01-0
1004-444,1648568-01-0
GR19611,1619098-01-0
19993-605,1574538-01-0
19989-605,1574557-01-0
19989-685,1574557-02-0
19994-605,1574550-01-0
GR18455,1601227-01-0
GR18246,1601246-01-0
GR18598,1691584-01-0
9368-404,1648466-02-0
20057-101,1747343-01-0
20031-125,1747352-06-0
60004-004,1703364-01-48
9383-400,1601176-02-0
GR18090,1607584-01-0
20062-100,1747372-01-0
20060-100,1747370-01-0
20068-100,1747378-01-0
20033-102,1747354-02-0
20023-100,1747380-01-0
20040-102,1747363-02-0
6022-002,1740875-01-0
19972-330,1565861-03-41
GR21559,1647485-03-0
GR23858,1746232-01-0
6122-001,1725532-01-0
18920-400,1734363-01-0
GR20532,1627007-01-0
GR21433,1647532-01-0
GR21469,1650202-01-0
GR23604,1746332-02-0
GR23597,1746329-01-0
GR21725,1650194-01-0
GR21504,1647447-01-0
GR18744,1604385-02-0
18045-987,1575025-03-0
GR21406,1647515-01-0
GR23687,1745959-01-0
1007-318,1648463-01-0
GR20629,1652249-01-0
GR20451,1629063-01-0
GR18742,1604384-01-0
GR21539,1702407-01-0
9343-112,1557101-01-0
GR20257,1629078-02-0
GR20646,1636685-01-0
GR20618,1636673-01-0
60084-003,1703396-01-136
GR21576,1650715-02-0
GR18274,1601311-01-0
GR18507,1601301-01-0
GR21712,1650182-01-0
GR19170,1607542-01-0
15511-345,1625582-04-44
GR21410,1647519-01-0
18044-370,1576107-01-45
15516-365,1625585-02-39
15703-440,1675547-01-512
17006-507,1726695-02-31
GR19451,1694864-01-0
GR20311,1626882-01-0
GR19460,1694895-01-0
GR19459,1694897-02-0
GR20583,1694814-03-0
1203-072,1645022-01-0
16083-104,1715039-01-715
2024-6010,1696378-01-0
16099-503,1726694-04-02
16016-502,1689732-01-20
GR23951,1748474-01-0
GR18803,1604420-01-0
GR18801,1691608-01-0
GR21769,1650094-01-0
6061-520,1566816-02-0
29270-365,1748383-03-0
44100-063,1748385-03-0
29270-368,1748383-04-0
GR23690,1745957-02-0
GR23947,1748470-01-0
GR23447,1748466-01-0
GR21708,1648706-01-0
16026-502,1726915-01-20
GR19732,1746084-01-0
16071-502,1726699-01-02
41000-060,1744363-01-0
GR18940,1604330-01-0
GR23349,1734295-02-0
GR19761,1627104-01-0
19280-360,1528155-01-0
GR18935,1604335-01-0
GR23180,1743397-01-0
GR23083,1743579-01-0
GR21305,1648531-01-0
GR18716,1602056-01-0
GR21507,1647450-01-0
GR22681,1702382-01-0
15350-555,1616150-02-0
16021-101,1719353-01-29
GR22847,1743379-01-0
6131-444,1725547-01-0
1155-333,1600752-01-0
GR18294,1600148-01-0
18902-508,1730661-01-0
GR23780,1746181-01-0
GR23798,1746171-01-0
GR23593,1746193-01-0
GR23546,1746276-02-0
18046-100,1746356-01-0
19968-381,1560379-02-45
9323-027,1648571-01-0
15029-441,1711852-01-0
9384-400,1601329-02-0
GR23336,1734332-01-0
GR23875,1746340-01-0
GR23831,1746322-01-0
GR21447,1647545-01-0
9582-019,1600258-01-0
GR18252,1600138-01-0
60048-003,1703388-01-136
1552-408,1648575-02-0
15700-225,1675499-01-716
2075-408,1699586-01-0
15582-657,1666915-03-0
GR19508,1618973-01-0
GR19516,1618987-01-0
GR19511,1618951-01-0
GR19520,1618969-01-0
GR19535,1618941-01-0
GR19542,1618962-01-0
GR22064,1673170-02-0
GR22363,1669850-01-0
GR22369,1669839-02-0
GR22132,1694832-01-0
GR22126,1669852-01-0
GR22128,1669856-01-0
18027-337,1576109-01-45
GR18440,1600181-02-0
16026-107,1713572-02-569
GR20024,1626925-01-0
GR20276,1694788-01-0
18046-005,1616159-01-0
15647-338,1679830-01-0
GR22265,1673245-01-0
GR22286,1669908-01-0
GR22097,1669814-01-0
1216-6010,1648567-01-0
9606-076,1600011-01-0
15412-701,1651918-01-23
1017-408,1645059-01-0
16031-105,1715541-01-716
18045-767,1666906-03-0
GR23544,1746275-01-0
GR23543,1746276-01-0
GR23532,1746267-01-0
GR23538,1746280-01-0
6097-003,1725517-02-0
4130-620,1607558-01-0
GR21324,1648543-01-0
19909-458,1666903-01-0
GR22440,1694963-01-0
GR22134,1673198-01-0
15618-255,1704617-01-0
GR22851,1722572-01-0
2112-404,1699084-01-0
GR22852,1722573-02-0
GR22849,1722573-04-0
8090-751,1523967-01-2
GR19133,1610315-01-0
GR22741,1702449-01-0
GR21525,1647466-01-0
GR21493,1647439-01-0
GR23925,1746200-01-0
GR22951,1743549-01-0
GR23152,1743406-01-0
GR18367,1600117-01-0
15440-601,1636636-01-23
GR22153,1669868-01-0
GR21703,1650177-01-0
GR20470,1627044-01-0
GR20252,1626856-01-0
18032-385,1576108-01-41
9273-046,1648596-01-0
18913-458,1734359-01-0
6075-001,1725542-01-0
GR23580,1746260-01-0
GR23574,1746034-01-0
30029-101,1746130-01-0
19992-100,1740912-01-0
30043-112,1746134-01-0
19992-102,1740912-03-0
18034-380,1576156-01-41
GR22022,1669920-01-0
15643-888,1674650-01-0
6117-001,1725528-01-0
20068-331,1747378-02-0
20046-124,1747366-01-0
20067-100,1747377-01-0
20065-100,1747375-01-0
19943-103,1734384-01-0
17705-998,1566897-01-0
15551-955,1671307-01-0
GR23853,1746228-01-0
GR20249,1694898-01-0
GR20344,1626942-01-0
GR19751,1619114-01-0
17058-503,1726715-01-93
15951-205,1695541-03-151
60061-003,1703347-01-136
15550-888,1666888-01-0
8190-089,1600238-01-0
20039-104,1747342-02-0
20032-103,1747353-03-0
20035-101,1747344-01-0
20048-103,1747348-02-0
20037-101,1747349-01-0
20032-166,1747353-07-0
16095-503,1726694-04-32
15419-701,1651941-01-23
19972-336,1565861-01-41
17063-500,1726717-01-152
18002-609,1610326-01-0
51074-220,1744329-01-45
GR18279,1600175-01-0
4133-408,1607559-01-0
GR22469,1669794-02-0
GR22509,1669185-01-0
GR19556,1626852-01-0
GR279,1562108-01-0
GR21553,1647463-01-0
17067-006,1732973-01-0
15010-888,1609184-01-0
15514-350,1625583-02-44
9553-068,1601994-01-0
GR23254,1743368-01-0
15001-880,1711846-01-0
17037-001,1732970-01-0
GR23082,1743578-01-0
GR23562,1746250-01-0
15547-665,1666911-02-0
GR19145,1610293-01-0
GR14099,1694775-01-0
18042-680,1574921-01-0
GR831,1577651-01-0
GR841,1694777-05-0
GR19214,1610233-01-0
29992-660,1574545-02-0
GR22100,1673191-01-0
15550-894,1666888-03-0
60087-004,1703394-01-48
60090-001,1703405-01-345
19934-788,1555009-01-0
GR18603,1604381-01-0
GR21269,1650063-01-0
GR18615,1607595-01-0
15572-995,1666895-05-0
2037-004,1695247-02-0
GR18606,1602087-01-0
GR21415,1647523-01-0
15932-503,1691079-01-155
GR18826,1602037-01-0
15425-601,1691069-01-23
19919-855,1734376-01-0
6047-001,1725556-01-0
18028-755,1574919-02-0
9353-400,1560337-01-0
GR22181,1669888-01-0
GR303,1562119-01-0
18037-331,1576157-01-45
GR20300,1629074-01-0
GR20417,1629104-02-0
GR18975,1604369-01-0
19924-887,1541301-02-0
GR19944,1626969-01-0
18015-679,1610332-01-0
18036-380,1628042-03-200
GR23763,1746342-01-0
GR23770,1746176-01-0
GR23041,1722618-01-0
GR23533,1746268-01-0
1012-408,1690272-01-0
3074-002,1733965-01-0
GR22734,1746055-01-0
GR22718,1746056-02-0
GR22673,1745969-01-0
GR23904,1746107-01-0
GR22702,1745966-01-0
GR22717,1746056-01-0
GR19893,1745981-01-0
GR23299,1734279-01-0
GR23427,1734314-01-0
15110-061,1715537-01-0
GR22014,1669908-02-0
GR22268,1694964-01-0
9151-018,1567267-01-0
19888-428,1528139-01-0
15021-887,1616137-02-0
GR19830,1694842-02-0
18068-205,1593491-01-0
GR20637,1652254-01-0
15936-511,1691074-01-156
15650-338,1679840-01-0
GR22797,1702426-01-0
GR19919,1626964-01-0
GR21301,1648528-01-0
15664-480,1679829-01-0
GR18080,1596886-02-0
GR18135,1747034-01-0
4145-408,1645006-02-0
GR18895,1607603-01-0
GR19010,1607629-01-0
GR18893,1607601-01-0
19997-050,1711790-01-0
15510-300,1625582-01-39
18025-335,1576104-04-45
18001-679,1610298-01-0
GR23567,1746256-01-0
15351-555,1616151-01-0
GR20262,1694886-01-0
GR14054,1694896-01-0
GR20502,1636676-03-0
GR20370,1629110-04-0
GR23517,1746163-01-0
GR20373,1629110-09-0
GR14098,1694829-04-0
GR14080,1694777-02-0
GR14074,1694969-01-0
GR19144,1610292-01-0
GR14096,1694829-01-0
GR14095,1694829-05-0
19993-102,1740926-04-0
GR14082,1694777-06-0
50064-003,1744345-01-0
1011-408,1690273-01-0
16060-504,1726703-07-31
15561-400,1666889-03-0
15582-660,1666915-04-0
GR18055,1596861-01-0
16002-602,1695548-01-24
GR22497,1669181-01-0
15639-338,1674642-05-0
15441-702,1636638-02-22
18027-334,1576109-03-45
17700-440,1528178-01-0
19914-408,1730653-03-0
17704-888,1616156-01-0
GR948,1577645-01-0
GR880,1577657-01-0
GR14064,1694772-01-0
1018-404,1648563-01-0
1008-318,1648464-02-0
15550-980,1666888-04-0
GR951,1652216-01-0
18020-709,1610346-01-0
GR19253,1610251-01-0
17026-001,1732933-02-0
GR23820,1746319-01-0
GR19566,1626871-01-0
16073-500,1726699-03-32
GR19416,1652240-01-0
GR23854,1746246-01-0
GR14097,1694829-07-0
GR20000,1694821-03-0
29992-668,1574545-01-0
GR19345,1610349-01-0
GR18694,1602200-01-0
GR20751,1636646-01-0
GR22035,1673168-01-0
60028-001,1703411-01-345
GR23892,1746104-01-0
29908-440,1653276-01-0
GR20611,1636664-01-0
GR14079,1694777-04-0
GR19737,1650230-01-0
53000-101,1744311-01-0
43000-270,1740924-01-0
17027-002,1732933-01-0
15110-062,1727924-01-0
GR11500-100,1564805-01-0
GR19875,1619119-01-0
GR23950,1748473-01-0
GR13500-000,1743298-01-0
GR19388,1610358-01-0
GR19995,1694934-01-0
GR22098,1669816-01-0
GR20425,1629106-04-0
GR22221,1669177-01-0
GR23564,1746257-01-0
19924-886,1541301-08-0
GR650,1652269-01-0
GR676,1694769-01-0
GR23821,1746324-01-0
GR14081,1694777-03-0
GR21263,1648521-01-0
GR21283,1650065-01-0
GR21521,1647458-01-0
GR21289,1650058-01-0
GR21554,1647470-01-0
GR19635,1650211-01-0
6048-001,1725557-01-0
15573-898,1666896-02-0
51000-010,1744349-01-0
16030-100,1726927-01-20
1212-6010,1645064-01-0
15997-505,1695539-02-78
16063-105,1715044-01-715
GR20492,1629059-02-0
GR19596,1619000-01-0
GR19752,1619115-01-0
GR19431,1743425-01-0
9368-490,1601184-01-0
6072-022,1725534-01-0
19902-990,1541420-02-0
19992-103,1740912-05-0
18077-205,1593496-02-0
GR19966,1694891-01-0
15706-475,1671346-01-45
16013-502,1689731-03-20
GR14036,1745996-01-0
GR20225,1626489-01-0
GR19576,1626896-01-0
15933-603,1691080-03-324
15520-888,1650548-01-0
19935-780,1574927-01-0
GR19683,1619085-01-0
GR20357,1626963-01-0
GR20489,1639856-01-0
GR22795,1702422-01-0
GR20295,1629082-01-0
GR20309,1629074-04-0
GR20293,1629080-01-0
18065-201,1593484-01-0
GR22792,1730842-01-0
1381-408,1648586-01-0
GR20497,1694817-01-0
GR20316,1743323-01-0
15636-330,1674648-02-0
19924-077,1616167-02-0
GR13200-000,1566810-05-0
GR966,1743303-01-0
GR14089,1694801-02-0
GR23949,1748472-01-0
GR22823,1722562-01-0
GR435,1596904-01-0
GR22266,1673240-01-0
GR14280-450,1530220-01-0
GR18070,1596885-01-0
GR91000-131,1564772-01-0
GR19536,1626992-01-0
GR19366,1610371-01-0
GR19389,1610345-01-0
GR20239,1626998-01-0
GR19679,1626977-01-0
GR14093,1694844-02-0
1018-408,1648563-02-0
15642-330,1674652-03-0
9545-555,1600226-01-0
9547-408,1600014-01-0
GR19152,1610317-01-0
15581-665,1666907-01-0
17018-505,1726693-06-93
GR23431,1746075-01-0
15651-339,1674639-02-0
19935-885,1574928-03-0
GR821,1577599-01-0
19997-040,1711797-01-0
15560-405,1676992-02-0
19921-120,1541279-01-0
15929-907,1691076-05-651
19912-360,1734374-01-0
GR23830,1746318-01-0
60006-004,1703361-01-48
17019-503,1726693-09-93
15711-106,1740894-02-44
17020-508,1726693-02-93
19959-107,1740872-01-60
15558-655,1666890-02-0
GR20327,1626909-01-0
15707-620,1675478-01-39
19968-385,1560379-01-45
9986-305,1560349-01-0
19935-005,1616134-02-0
GR20578,1627060-01-0
19987-334,1573237-02-209
GR19550,1626846-01-0
15529-888,1650556-01-0
GR23586,1746191-01-0
19936-877,1734380-01-0
15980-702,1695538-02-78
15949-201,1689707-03-151
15922-604,1692856-02-743
2001-408,1652537-01-0
15016-880,1727927-01-0
GR21567,1650206-01-0
GR23088,1743587-01-0
GR22442,1694839-01-0
40100-011,1744327-02-05
GR19754,1619116-01-0
GR23108,1743589-01-0
GR23224,1743407-01-0
GR19985,1619025-01-0
GR20622,1636670-01-0
17705-990,1566897-02-0
GR109,1546659-01-0
40000-101,1744320-02-0
GR22106,1669826-01-0
GR18986,1602095-03-0
44100-072,1748384-02-0
1155-222,1740879-01-0
GR18987,1602208-03-0
GR21470,1647548-01-0
9274-009,1567266-01-0
GR21560,1647485-04-0
GR22751,1702364-01-0
19936-109,1727928-01-0
GR21796,1647587-01-0
GR18980,1604376-02-0
15544-788,1625455-02-0
GR23800,1746297-01-0
GR23762,1746345-01-0
15937-305,1691090-04-47
GR19570,1626887-01-0
15009-170,1717423-01-0
GR20773,1747045-01-0
GR20563,1627022-01-0
17059-001,1732941-01-0
16011-501,1726917-01-20
GR23860,1746244-01-0
GR23226,1743381-02-0
GR23812,1746313-01-0
GR23090,1743590-01-0
GR23208,1743382-02-0
GR19941,1626965-01-0
18065-205,1593484-02-0
GR22223,1669178-01-0
17023-509,1726693-07-93
17016-502,1726693-04-93
15506-809,1650542-02-0
GR20336,1626929-01-0
GR20349,1626948-01-0
15549-955,1666913-02-0
GR19465,1626873-01-0
GR20334,1626924-01-0
GR20348,1626941-01-0
19927-888,1621231-01-0
15560-880,1666887-03-0
15572-400,1666895-03-0
GR21902,1650281-01-0
GR163,1607578-01-0
19260-360,1528143-01-0
18066-201,1593486-02-0
GR22452,1669894-03-0
GR22189,1669898-01-0
GR22193,1669801-01-0
GR22194,1669898-03-0
GR23804,1746317-01-0
GR23526,1746155-02-0
GR20317,1626880-01-0
GR20567,1627027-01-0
GR22778,1696795-01-0
GR22779,1696780-01-0
19260-368,1528164-01-0
15558-660,1666890-03-0
GR18254,1600174-02-0
4231-408,1699714-01-0
GR23372,1734348-01-0
15659-400,1674646-02-0
15017-604,1619265-02-0
GR20694,1743262-01-0
GR20548,1627013-01-0
GR20738,1636661-01-0
GR23590,1746196-01-0
GR23588,1746190-01-0
GR18954,1604347-01-0
9190-400,1560298-01-0
17001-001,1732939-01-0
GR23587,1746189-01-0
19983-345,1561815-01-200
18048-341,1711845-01-0
15952-201,1695531-03-151
GR18207,1600102-01-0
17068-001,1732948-01-0
GR23585,1746262-01-0
17012-006,1732961-01-0
GR23714,1746283-01-0
41000-370,1744360-01-0
GR20660,1652226-02-0
GR19831,1694795-01-0
GR23188,1743404-02-0
15017-888,1727933-02-0
19982-101,1740865-01-44
19977-358,1613765-02-45
18024-335,1576104-04-41
GR20282,1626859-01-0
GR19359,1610366-01-0
GR20546,1627014-01-0
29260-368,1748382-04-0
60015-004,1703381-01-48
GR20749,1636653-01-0
GR20552,1627017-01-0
4070-620,1523958-01-2
GR19617,1743309-01-0
15941-201,1695529-01-151
15637-338,1674640-02-0
GR22307,1685298-01-0
GR22308,1685295-01-0
GR22314,1685310-01-0
60001-100,1727936-01-0
15355-669,1616153-03-0
GR20501,1629062-04-0
GR19671,1619079-01-0
GR23910,1745976-01-0
GR23004,1722601-01-0
GR22104,1669821-01-0
GR23901,1746112-03-0
15006-588,1609188-01-0
19935-888,1574928-02-0
6011-001,1725519-02-0
19988-334,1573229-01-0
16036-100,1726719-01-93
GR23907,1745978-03-0
GR23378,1734347-01-0
18065-208,1593484-03-0
GR23442,1748449-01-0
19925-888,1554054-01-0
15574-888,1666921-01-0
GR23887,1746102-01-0
19902-448,1616163-04-0
GR19522,1626997-01-0
GR23456,1748461-01-0
15350-120,1708762-01-0
GR19968,1694880-01-0
2094-480,1699071-02-0
GR23435,1746097-01-0
GR22075,1669807-01-0
GR23457,1748467-01-0
GR23169,1743386-01-0
GR19602,1619006-01-0
GR23439,1748464-01-0
GR23891,1746105-01-0
19902-005,1616163-01-0
GR23876,1746124-01-0
GR23872,1746339-01-0
GR23883,1746121-01-0
9518-244,1699582-01-0
GR22456,1669895-01-0
17018-001,1732932-01-0
GR23437,1746103-01-0
2108-402,1699074-01-0
15110-020,1711851-01-0
GR22450,1669799-01-0
GR19996,1619031-01-0
2020-112,1699078-01-0
GR20301,1639848-02-0
19935-808,1616134-05-0
15541-708,1625453-01-0
16007-704,1696625-02-747
GR22135,1669858-01-0
17062-500,1726717-01-93
GR22385,1669128-01-0
GR91000-165,1564744-03-0
15604-588,1666917-01-0
GR20191,1627109-01-0
19904-458,1730659-01-0
GR23440,1748462-01-0
18045-000,1616161-01-0
GR19354,1610341-01-0
GR91000-127,1564811-01-0
15206-588,1711793-01-0
GR20231,1626828-01-0
15679-120,1675060-01-715
GR22313,1685309-01-0
GR22082,1669811-02-0
GR19984,1619024-01-0
GR22418,1685313-01-0
GR22841,1722566-01-0
9288-408,1557098-02-0
GR22911,1743608-01-0
15644-330,1674647-02-0
GR23149,1743556-01-0
GR19886,1745984-01-0
19099-458,1730662-01-0
19888-120,1528159-01-0
GR23699,1746086-01-0
GR23691,1745958-01-0
GR22243,1673232-01-0
19246-888,1616162-01-0
GR22830,1722568-02-0
15980-712,1695538-01-78
GR22900,1743559-01-0
GR19972,1619108-01-0
GR22919,1743395-01-0
15567-458,1666900-01-0
GR22020,1669905-01-0
GR22873,1743577-01-0
19985-331,1573237-05-41
GR20192,1694912-01-0
GR91000-155,1564778-01-0
GR20193,1627108-01-0
GR23033,1722620-02-0
GR22521,1694930-01-0
15530-888,1650557-01-0
GR19559,1626865-01-0
15642-337,1674652-02-0
GR22248,1673238-01-0
GR20323,1626904-01-0
GR23660,1746214-01-0
GR23769,1746175-01-0
18046-995,1575496-01-0
GR23817,1746294-01-0
GR22843,1722575-02-0
GR19266,1610268-02-0
18045-989,1575025-01-0
17033-501,1726693-03-06
6130-003,1725546-01-0
GR23862,1746234-02-0
GR22929,1743602-02-0
GR19864,1619111-01-0
GR23863,1746241-01-0
GR832,1747041-01-0
19996-290,1713586-01-0
GR23389,1734349-02-0
GR22422,1685315-01-0
GR19476,1626875-01-0
GR22177,1694799-01-0
GR23355,1734340-02-0
42000-317,1744367-01-0
9294-400,1557093-01-0
GR846,1577606-01-0
GR22238,1673233-01-0
15580-458,1667784-01-0
15009-091,1732175-01-0
GR19143,1610290-01-0
GR23212,1743416-01-0
15586-448,1671309-01-0
GR14023,1694921-01-0
GR22327,1669108-01-0
GR22986,1722602-01-0
GR22983,1722597-01-0
GR19436,1650219-01-0
19902-438,1541420-06-0
GR22988,1722603-01-0
15705-450,1675547-01-129
GR22419,1685314-01-0
GR22170,1694981-01-0
19977-359,1613765-01-45
48000-452,1744358-01-0
GR20031,1626933-01-0
16059-108,1715540-01-713
18068-201,1593491-02-0
15004-180,1609186-01-0
19998-040,1715040-01-0
16037-101,1737175-01-128
GR22510,1669185-02-0
GR21287,1650067-01-0
GR21271,1648485-02-0
GR21261,1648472-04-0
GR19976,1629108-05-0
GR21270,1650066-01-0
15021-894,1616141-01-0
GR22346,1669818-01-0
GR22340,1669112-01-0
1351-408,1645005-01-0
GR21274,1650069-01-0
GR21259,1648472-06-0
GR20499,1629057-04-0
GR22744,1702454-01-0
GR21262,1650046-01-0
GR20627,1652224-01-0
GR19964,1694915-01-0
GR21264,1650052-01-0
GR21256,1650045-01-0
GR19447,1650214-01-0
2109-402,1699710-01-0
GR18627,1602011-01-0
GR23581,1746258-01-0
GR22377,1669125-02-0
15603-588,1666916-02-0
GR22387,1669132-01-0
9985-305,1560334-01-0
15560-403,1676992-01-0
GR23433,1746073-01-0
15110-111,1708773-01-0
47000-030,1744375-01-0
50062-117,1744348-01-0
GR14026,1694772-06-0
1013-404,1740901-01-0
GR19353,1610340-01-0
GR19342,1610347-01-0
15516-360,1625585-03-39
GR20500,1629062-09-0
15715-557,1675502-02-45
60011-003,1703384-01-136
20084-107,1746127-01-0
15951-215,1695541-02-151
2094-489,1696777-01-0
54000-088,1744356-01-0
15568-400,1666894-05-0
GR23250,1743357-01-0
GR23197,1722623-01-0
18104-188,1619254-01-0
19980-101,1740859-02-39
48000-461,1744357-02-0
20010-101,1740897-01-0
8171-001,1562564-01-0
15009-093,1711787-01-0
1571-6012,1648569-01-0
15943-204,1689709-03-151
3070-001,1733969-01-0
18069-201,1593490-01-0
15997-502,1695539-01-78
15110-030,1715536-01-0
16040-100,1726723-01-02
17014-503,1726695-03-48
GR20004,1652222-02-0
15655-338,1679839-01-0
GR22694,1702396-01-0
19935-767,1541277-02-0
GR22687,1702400-01-0
GR22689,1702415-01-0
16020-101,1713584-01-39
GR22996,1722595-01-0
15623-250,1704618-02-0
19902-818,1616165-03-0
GR22478,1669167-02-0
GR23900,1746112-02-0
GR19728,1746080-01-0
GR22931,1722563-01-0
GR23187,1743404-01-0
GR22334,1669107-02-0
GR23921,1746006-03-0
17700-446,1528175-01-0
GR23902,1746106-01-0
GR22937,1722581-01-0
